"","Country","Indicator","Year","Value"
"3509","KGZ","IP.IDS.NRCT","X2018",NA
"3510","KGZ","IP.IDS.RSCT","X2018",NA
"3511","KGZ","IP.TMK.NRCT","X2018",7728
"3512","KGZ","IP.TMK.RSCT","X2018",552
"3513","KGZ","IQ.SPI.PIL5","X2018",70
"3514","KGZ","IS.AIR.DPRT","X2018",8751
"3515","KGZ","IS.AIR.GOOD.MT.K1","X2018",1.263266
"3516","KGZ","IS.AIR.PSGR","X2018",1175000.704
"3517","KGZ","IS.RRS.GOOD.MT.K6","X2018",949
"3518","KGZ","IS.RRS.PASG.KM","X2018",35
"3519","KGZ","IS.RRS.TOTL.KM","X2018",424
"3520","KGZ","IS.SHP.GCNW.XQ","X2018",NA
"3521","KGZ","IS.SHP.GOOD.TU","X2018",NA
"3522","KGZ","IT.CEL.SETS","X2018",8735246
"3523","KGZ","IT.CEL.SETS.P2","X2018",138.5660601
"3524","KGZ","IT.MLT.MAIN","X2018",331140
"3525","KGZ","IT.MLT.MAIN.P2","X2018",5.252830332
"3526","KGZ","IT.NET.BBND","X2018",250612
"3527","KGZ","IT.NET.BBND.P2","X2018",3.975425244
"3528","KGZ","IT.NET.SECR","X2018",1075
"3529","KGZ","IT.NET.SECR.P6","X2018",170.0196116
"3530","KGZ","IT.NET.USER.ZS","X2018",NA
"3531","KGZ","LP.LPI.INFR.XQ","X2018",2.38
"3532","KGZ","NY.GDP.MKTP.KD","X2018",6897338635
"3533","KGZ","SL.UEM.TOTL.ZS","X2018",6.79
"3534","KGZ","SP.POP.TOTL","X2018",6322800
"3535","KGZ","TM.VAL.ICTG.ZS.UN","X2018",3.851815148
"3536","KGZ","TX.VAL.ICTG.ZS.UN","X2018",0.139359784
"3537","RUS","BX.GSR.CCIS.CD","X2018",NA
"3538","RUS","BX.GSR.CCIS.ZS","X2018",NA
"3539","RUS","BX.TRF.PWKR.CD.DT","X2018",9287270000
"3540","RUS","EG.ELC.COAL.ZS","X2018",NA
"3541","RUS","EG.ELC.HYRO.ZS","X2018",NA
"3542","RUS","EG.ELC.LOSS.ZS","X2018",NA
"3543","RUS","EG.ELC.NGAS.ZS","X2018",NA
"3544","RUS","EG.ELC.NUCL.ZS","X2018",NA
"3545","RUS","EG.ELC.PETR.ZS","X2018",NA
"3546","RUS","EG.USE.ELEC.KH.PC","X2018",NA
"3547","RUS","ER.H2O.FWAG.ZS","X2018",NA
"3548","RUS","ER.H2O.FWDM.ZS","X2018",NA
"3549","RUS","ER.H2O.FWIN.ZS","X2018",NA
"3550","RUS","ER.H2O.FWTL.K3","X2018",NA
"3551","RUS","ER.H2O.FWTL.ZS","X2018",NA
"3552","RUS","ER.H2O.INTR.K3","X2018",NA
"3553","RUS","ER.H2O.INTR.PC","X2018",NA
"3554","RUS","IE.PPI.ENGY.CD","X2018",487420000
"3555","RUS","IE.PPI.ICTI.CD","X2018",NA
"3556","RUS","IE.PPI.TRAN.CD","X2018",1622700000
"3557","RUS","IE.PPI.WATR.CD","X2018",NA
"3558","RUS","IE.PPN.ENGY.CD","X2018",188700000
"3559","RUS","IE.PPN.TRAN.CD","X2018",1622700000
"3560","RUS","IE.PPN.WATR.CD","X2018",NA
"3561","RUS","IP.IDS.NRCT","X2018",5134
"3562","RUS","IP.IDS.RSCT","X2018",3823
"3563","RUS","IP.TMK.NRCT","X2018",59629
"3564","RUS","IP.TMK.RSCT","X2018",203854
"3565","RUS","IQ.SPI.PIL5","X2018",80
"3566","RUS","IS.AIR.DPRT","X2018",885094
"3567","RUS","IS.AIR.GOOD.MT.K1","X2018",6810.61016
"3568","RUS","IS.AIR.PSGR","X2018",99327311
"3569","RUS","IS.RRS.GOOD.MT.K6","X2018",2597778
"3570","RUS","IS.RRS.PASG.KM","X2018",129542
"3571","RUS","IS.RRS.TOTL.KM","X2018",85626
"3572","RUS","IS.SHP.GCNW.XQ","X2018",43.71101551
"3573","RUS","IS.SHP.GOOD.TU","X2018",5059700
"3574","RUS","IT.CEL.SETS","X2018",229431008
"3575","RUS","IT.CEL.SETS.P2","X2018",157.431312
"3576","RUS","IT.MLT.MAIN","X2018",30108289
"3577","RUS","IT.MLT.MAIN.P2","X2018",20.65975074
"3578","RUS","IT.NET.BBND","X2018",32062780
"3579","RUS","IT.NET.BBND.P2","X2018",22.0008863
"3580","RUS","IT.NET.SECR","X2018",749930
"3581","RUS","IT.NET.SECR.P6","X2018",5190.622322
"3582","RUS","IT.NET.USER.ZS","X2018",80.86472187
"3583","RUS","LP.LPI.INFR.XQ","X2018",2.78
"3584","RUS","NY.GDP.MKTP.KD","X2018",1.74372e+12
"3585","RUS","SL.UEM.TOTL.ZS","X2018",4.85
"3586","RUS","SP.POP.TOTL","X2018",144477859
"3587","RUS","TM.VAL.ICTG.ZS.UN","X2018",9.906400418
"3588","RUS","TX.VAL.ICTG.ZS.UN","X2018",0.470804037
"3589","TJK","BX.GSR.CCIS.CD","X2018",NA
"3590","TJK","BX.GSR.CCIS.ZS","X2018",NA
"3591","TJK","BX.TRF.PWKR.CD.DT","X2018",2183340531
"3592","TJK","EG.ELC.COAL.ZS","X2018",NA
"3593","TJK","EG.ELC.HYRO.ZS","X2018",NA
"3594","TJK","EG.ELC.LOSS.ZS","X2018",NA
"3595","TJK","EG.ELC.NGAS.ZS","X2018",NA
"3596","TJK","EG.ELC.NUCL.ZS","X2018",NA
"3597","TJK","EG.ELC.PETR.ZS","X2018",NA
"3598","TJK","EG.USE.ELEC.KH.PC","X2018",NA
"3599","TJK","ER.H2O.FWAG.ZS","X2018",NA
"3600","TJK","ER.H2O.FWDM.ZS","X2018",NA
"3601","TJK","ER.H2O.FWIN.ZS","X2018",NA
"3602","TJK","ER.H2O.FWTL.K3","X2018",NA
"3603","TJK","ER.H2O.FWTL.ZS","X2018",NA
"3604","TJK","ER.H2O.INTR.K3","X2018",NA
"3605","TJK","ER.H2O.INTR.PC","X2018",NA
"3606","TJK","IE.PPI.ENGY.CD","X2018",NA
"3607","TJK","IE.PPI.ICTI.CD","X2018",NA
"3608","TJK","IE.PPI.TRAN.CD","X2018",NA
"3609","TJK","IE.PPI.WATR.CD","X2018",NA
"3610","TJK","IE.PPN.ENGY.CD","X2018",NA
"3611","TJK","IE.PPN.TRAN.CD","X2018",NA
"3612","TJK","IE.PPN.WATR.CD","X2018",NA
"3613","TJK","IP.IDS.NRCT","X2018",NA
"3614","TJK","IP.IDS.RSCT","X2018",NA
"3615","TJK","IP.TMK.NRCT","X2018",NA
"3616","TJK","IP.TMK.RSCT","X2018",NA
"3617","TJK","IQ.SPI.PIL5","X2018",50
"3618","TJK","IS.AIR.DPRT","X2018",4021
"3619","TJK","IS.AIR.GOOD.MT.K1","X2018",2.337
"3620","TJK","IS.AIR.PSGR","X2018",492320
"3621","TJK","IS.RRS.GOOD.MT.K6","X2018",224
"3622","TJK","IS.RRS.PASG.KM","X2018",33
"3623","TJK","IS.RRS.TOTL.KM","X2018",620
"3624","TJK","IS.SHP.GCNW.XQ","X2018",NA
"3625","TJK","IS.SHP.GOOD.TU","X2018",NA
"3626","TJK","IT.CEL.SETS","X2018",NA
"3627","TJK","IT.CEL.SETS.P2","X2018",NA
"3628","TJK","IT.MLT.MAIN","X2018",NA
"3629","TJK","IT.MLT.MAIN.P2","X2018",NA
"3630","TJK","IT.NET.BBND","X2018",NA
"3631","TJK","IT.NET.BBND.P2","X2018",NA
"3632","TJK","IT.NET.SECR","X2018",249
"3633","TJK","IT.NET.SECR.P6","X2018",27.36009077
"3634","TJK","IT.NET.USER.ZS","X2018",NA
"3635","TJK","LP.LPI.INFR.XQ","X2018",2.17
"3636","TJK","NY.GDP.MKTP.KD","X2018",9747956614
"3637","TJK","SL.UEM.TOTL.ZS","X2018",6.72
"3638","TJK","SP.POP.TOTL","X2018",9100847
"3639","TJK","TM.VAL.ICTG.ZS.UN","X2018",NA
"3640","TJK","TX.VAL.ICTG.ZS.UN","X2018",NA
"3641","UKR","BX.GSR.CCIS.CD","X2018",NA
"3642","UKR","BX.GSR.CCIS.ZS","X2018",NA
"3643","UKR","BX.TRF.PWKR.CD.DT","X2018",1.4694e+10
"3644","UKR","EG.ELC.COAL.ZS","X2018",NA
"3645","UKR","EG.ELC.HYRO.ZS","X2018",NA
"3646","UKR","EG.ELC.LOSS.ZS","X2018",NA
"3647","UKR","EG.ELC.NGAS.ZS","X2018",NA
"3648","UKR","EG.ELC.NUCL.ZS","X2018",NA
"3649","UKR","EG.ELC.PETR.ZS","X2018",NA
"3650","UKR","EG.USE.ELEC.KH.PC","X2018",NA
"3651","UKR","ER.H2O.FWAG.ZS","X2018",NA
"3652","UKR","ER.H2O.FWDM.ZS","X2018",NA
"3653","UKR","ER.H2O.FWIN.ZS","X2018",NA
"3654","UKR","ER.H2O.FWTL.K3","X2018",NA
"3655","UKR","ER.H2O.FWTL.ZS","X2018",NA
"3656","UKR","ER.H2O.INTR.K3","X2018",NA
"3657","UKR","ER.H2O.INTR.PC","X2018",NA
"3658","UKR","IE.PPI.ENGY.CD","X2018",669220000
"3659","UKR","IE.PPI.ICTI.CD","X2018",NA
"3660","UKR","IE.PPI.TRAN.CD","X2018",NA
"3661","UKR","IE.PPI.WATR.CD","X2018",NA
"3662","UKR","IE.PPN.ENGY.CD","X2018",669220000
"3663","UKR","IE.PPN.TRAN.CD","X2018",NA
"3664","UKR","IE.PPN.WATR.CD","X2018",NA
"3665","UKR","IP.IDS.NRCT","X2018",2904
"3666","UKR","IP.IDS.RSCT","X2018",5261
"3667","UKR","IP.TMK.NRCT","X2018",25305
"3668","UKR","IP.TMK.RSCT","X2018",51195
"3669","UKR","IQ.SPI.PIL5","X2018",85
"3670","UKR","IS.AIR.DPRT","X2018",66712
"3671","UKR","IS.AIR.GOOD.MT.K1","X2018",75.26435
"3672","UKR","IS.AIR.PSGR","X2018",7854842
"3673","UKR","IS.RRS.GOOD.MT.K6","X2018",186344
"3674","UKR","IS.RRS.PASG.KM","X2018",28685
"3675","UKR","IS.RRS.TOTL.KM","X2018",21626
"3676","UKR","IS.SHP.GCNW.XQ","X2018",27.64998236
"3677","UKR","IS.SHP.GOOD.TU","X2018",1178000
"3678","UKR","IT.CEL.SETS","X2018",53933592
"3679","UKR","IT.CEL.SETS.P2","X2018",127.753861
"3680","UKR","IT.MLT.MAIN","X2018",6074255
"3681","UKR","IT.MLT.MAIN.P2","X2018",14.38824117
"3682","UKR","IT.NET.BBND","X2018",5405125
"3683","UKR","IT.NET.BBND.P2","X2018",12.80325605
"3684","UKR","IT.NET.SECR","X2018",268976
"3685","UKR","IT.NET.SECR.P6","X2018",6027.80865
"3686","UKR","IT.NET.USER.ZS","X2018",62.55315539
"3687","UKR","LP.LPI.INFR.XQ","X2018",2.22
"3688","UKR","NY.GDP.MKTP.KD","X2018",1.31292e+11
"3689","UKR","SL.UEM.TOTL.ZS","X2018",8.8
"3690","UKR","SP.POP.TOTL","X2018",44622518
"3691","UKR","TM.VAL.ICTG.ZS.UN","X2018",5.795481116
"3692","UKR","TX.VAL.ICTG.ZS.UN","X2018",0.984736878
"3693","USA","BX.GSR.CCIS.CD","X2018",NA
"3694","USA","BX.GSR.CCIS.ZS","X2018",NA
"3695","USA","BX.TRF.PWKR.CD.DT","X2018",6.651e+09
"3696","USA","EG.ELC.COAL.ZS","X2018",NA
"3697","USA","EG.ELC.HYRO.ZS","X2018",NA
"3698","USA","EG.ELC.LOSS.ZS","X2018",NA
"3699","USA","EG.ELC.NGAS.ZS","X2018",NA
"3700","USA","EG.ELC.NUCL.ZS","X2018",NA
"3701","USA","EG.ELC.PETR.ZS","X2018",NA
"3702","USA","EG.USE.ELEC.KH.PC","X2018",NA
"3703","USA","ER.H2O.FWAG.ZS","X2018",NA
"3704","USA","ER.H2O.FWDM.ZS","X2018",NA
"3705","USA","ER.H2O.FWIN.ZS","X2018",NA
"3706","USA","ER.H2O.FWTL.K3","X2018",NA
"3707","USA","ER.H2O.FWTL.ZS","X2018",NA
"3708","USA","ER.H2O.INTR.K3","X2018",NA
"3709","USA","ER.H2O.INTR.PC","X2018",NA
"3710","USA","IE.PPI.ENGY.CD","X2018",NA
"3711","USA","IE.PPI.ICTI.CD","X2018",NA
"3712","USA","IE.PPI.TRAN.CD","X2018",NA
"3713","USA","IE.PPI.WATR.CD","X2018",NA
"3714","USA","IE.PPN.ENGY.CD","X2018",NA
"3715","USA","IE.PPN.TRAN.CD","X2018",NA
"3716","USA","IE.PPN.WATR.CD","X2018",NA
"3717","USA","IP.IDS.NRCT","X2018",24324
"3718","USA","IP.IDS.RSCT","X2018",22825
"3719","USA","IP.TMK.NRCT","X2018",194228
"3720","USA","IP.TMK.RSCT","X2018",445872
"3721","USA","IQ.SPI.PIL5","X2018",100
"3722","USA","IS.AIR.DPRT","X2018",9880509
"3723","USA","IS.AIR.GOOD.MT.K1","X2018",42985.2996
"3724","USA","IS.AIR.PSGR","X2018",889024000
"3725","USA","IS.RRS.GOOD.MT.K6","X2018",2525224
"3726","USA","IS.RRS.PASG.KM","X2018",31962.70664
"3727","USA","IS.RRS.TOTL.KM","X2018",150462.2976
"3728","USA","IS.SHP.GCNW.XQ","X2018",90.68713652
"3729","USA","IS.SHP.GOOD.TU","X2018",54776340
"3730","USA","IT.CEL.SETS","X2018",4.22e+08
"3731","USA","IT.CEL.SETS.P2","X2018",129.0140075
"3732","USA","IT.MLT.MAIN","X2018",110439000
"3733","USA","IT.MLT.MAIN.P2","X2018",33.76345493
"3734","USA","IT.NET.BBND","X2018",110865000
"3735","USA","IT.NET.BBND.P2","X2018",33.89369182
"3736","USA","IT.NET.SECR","X2018",21517004
"3737","USA","IT.NET.SECR.P6","X2018",65833.81033
"3738","USA","IT.NET.USER.ZS","X2018",88.49890317
"3739","USA","LP.LPI.INFR.XQ","X2018",4.05
"3740","USA","NY.GDP.MKTP.KD","X2018",1.79609e+13
"3741","USA","SL.UEM.TOTL.ZS","X2018",3.9
"3742","USA","SP.POP.TOTL","X2018",326838199
"3743","USA","TM.VAL.ICTG.ZS.UN","X2018",13.60394316
"3744","USA","TX.VAL.ICTG.ZS.UN","X2018",8.896843214
"3745","AZE","BX.GSR.CCIS.CD","X2019",NA
"3746","AZE","BX.GSR.CCIS.ZS","X2019",NA
"3747","AZE","BX.TRF.PWKR.CD.DT","X2019",1275168755
"3748","AZE","EG.ELC.COAL.ZS","X2019",NA
"3749","AZE","EG.ELC.HYRO.ZS","X2019",NA
"3750","AZE","EG.ELC.LOSS.ZS","X2019",NA
"3751","AZE","EG.ELC.NGAS.ZS","X2019",NA
"3752","AZE","EG.ELC.NUCL.ZS","X2019",NA
"3753","AZE","EG.ELC.PETR.ZS","X2019",NA
"3754","AZE","EG.USE.ELEC.KH.PC","X2019",NA
"3755","AZE","ER.H2O.FWAG.ZS","X2019",NA
"3756","AZE","ER.H2O.FWDM.ZS","X2019",NA
"3757","AZE","ER.H2O.FWIN.ZS","X2019",NA
"3758","AZE","ER.H2O.FWTL.K3","X2019",NA
"3759","AZE","ER.H2O.FWTL.ZS","X2019",NA
"3760","AZE","ER.H2O.INTR.K3","X2019",NA
"3761","AZE","ER.H2O.INTR.PC","X2019",NA
"3762","AZE","IE.PPI.ENGY.CD","X2019",NA
"3763","AZE","IE.PPI.ICTI.CD","X2019",NA
"3764","AZE","IE.PPI.TRAN.CD","X2019",NA
"3765","AZE","IE.PPI.WATR.CD","X2019",NA
"3766","AZE","IE.PPN.ENGY.CD","X2019",NA
"3767","AZE","IE.PPN.TRAN.CD","X2019",NA
"3768","AZE","IE.PPN.WATR.CD","X2019",NA
"3769","AZE","IP.IDS.NRCT","X2019",822
"3770","AZE","IP.IDS.RSCT","X2019",139
"3771","AZE","IP.TMK.NRCT","X2019",9380
"3772","AZE","IP.TMK.RSCT","X2019",3908
"3773","AZE","IQ.SPI.PIL5","X2019",80
"3774","AZE","IS.AIR.DPRT","X2019",22254
"3775","AZE","IS.AIR.GOOD.MT.K1","X2019",47.1726
"3776","AZE","IS.AIR.PSGR","X2019",2585280
"3777","AZE","IS.RRS.GOOD.MT.K6","X2019",5152
"3778","AZE","IS.RRS.PASG.KM","X2019",NA
"3779","AZE","IS.RRS.TOTL.KM","X2019",2139.87
"3780","AZE","IS.SHP.GCNW.XQ","X2019",NA
"3781","AZE","IS.SHP.GOOD.TU","X2019",NA
"3782","AZE","IT.CEL.SETS","X2019",10750300
"3783","AZE","IT.CEL.SETS.P2","X2019",106.9924534
"3784","AZE","IT.MLT.MAIN","X2019",1673211
"3785","AZE","IT.MLT.MAIN.P2","X2019",16.6526469
"3786","AZE","IT.NET.BBND","X2019",1943013
"3787","AZE","IT.NET.BBND.P2","X2019",19.33785363
"3788","AZE","IT.NET.SECR","X2019",3697
"3789","AZE","IT.NET.SECR.P6","X2019",368.8044322
"3790","AZE","IT.NET.USER.ZS","X2019",NA
"3791","AZE","LP.LPI.INFR.XQ","X2019",NA
"3792","AZE","NY.GDP.MKTP.KD","X2019",59095142977
"3793","AZE","SL.UEM.TOTL.ZS","X2019",4.84
"3794","AZE","SP.POP.TOTL","X2019",10024283
"3795","AZE","TM.VAL.ICTG.ZS.UN","X2019",3.946509084
"3796","AZE","TX.VAL.ICTG.ZS.UN","X2019",0.02083978
"3797","DEU","BX.GSR.CCIS.CD","X2019",NA
"3798","DEU","BX.GSR.CCIS.ZS","X2019",NA
"3799","DEU","BX.TRF.PWKR.CD.DT","X2019",18271041363
"3800","DEU","EG.ELC.COAL.ZS","X2019",NA
"3801","DEU","EG.ELC.HYRO.ZS","X2019",NA
"3802","DEU","EG.ELC.LOSS.ZS","X2019",NA
"3803","DEU","EG.ELC.NGAS.ZS","X2019",NA
"3804","DEU","EG.ELC.NUCL.ZS","X2019",NA
"3805","DEU","EG.ELC.PETR.ZS","X2019",NA
"3806","DEU","EG.USE.ELEC.KH.PC","X2019",NA
"3807","DEU","ER.H2O.FWAG.ZS","X2019",NA
"3808","DEU","ER.H2O.FWDM.ZS","X2019",NA
"3809","DEU","ER.H2O.FWIN.ZS","X2019",NA
"3810","DEU","ER.H2O.FWTL.K3","X2019",NA
"3811","DEU","ER.H2O.FWTL.ZS","X2019",NA
"3812","DEU","ER.H2O.INTR.K3","X2019",NA
"3813","DEU","ER.H2O.INTR.PC","X2019",NA
"3814","DEU","IE.PPI.ENGY.CD","X2019",NA
"3815","DEU","IE.PPI.ICTI.CD","X2019",NA
"3816","DEU","IE.PPI.TRAN.CD","X2019",NA
"3817","DEU","IE.PPI.WATR.CD","X2019",NA
"3818","DEU","IE.PPN.ENGY.CD","X2019",NA
"3819","DEU","IE.PPN.TRAN.CD","X2019",NA
"3820","DEU","IE.PPN.WATR.CD","X2019",NA
"3821","DEU","IP.IDS.NRCT","X2019",7480
"3822","DEU","IP.IDS.RSCT","X2019",36617
"3823","DEU","IP.TMK.NRCT","X2019",25379
"3824","DEU","IP.TMK.RSCT","X2019",210549
"3825","DEU","IQ.SPI.PIL5","X2019",95
"3826","DEU","IS.AIR.DPRT","X2019",896647.181
"3827","DEU","IS.AIR.GOOD.MT.K1","X2019",7763.619214
"3828","DEU","IS.AIR.PSGR","X2019",109633750.7
"3829","DEU","IS.RRS.GOOD.MT.K6","X2019",113114
"3830","DEU","IS.RRS.PASG.KM","X2019",NA
"3831","DEU","IS.RRS.TOTL.KM","X2019",33422
"3832","DEU","IS.SHP.GCNW.XQ","X2019",82.82829498
"3833","DEU","IS.SHP.GOOD.TU","X2019",19596420
"3834","DEU","IT.CEL.SETS","X2019",107200000
"3835","DEU","IT.CEL.SETS.P2","X2019",128.3570318
"3836","DEU","IT.MLT.MAIN","X2019",40400000
"3837","DEU","IT.MLT.MAIN.P2","X2019",48.373359
"3838","DEU","IT.NET.BBND","X2019",35071539
"3839","DEU","IT.NET.BBND.P2","X2019",41.99327095
"3840","DEU","IT.NET.SECR","X2019",6478761
"3841","DEU","IT.NET.SECR.P6","X2019",77970.03313
"3842","DEU","IT.NET.USER.ZS","X2019",88.13451691
"3843","DEU","LP.LPI.INFR.XQ","X2019",NA
"3844","DEU","NY.GDP.MKTP.KD","X2019",3.94438e+12
"3845","DEU","SL.UEM.TOTL.ZS","X2019",3.14
"3846","DEU","SP.POP.TOTL","X2019",83092962
"3847","DEU","TM.VAL.ICTG.ZS.UN","X2019",8.367101949
"3848","DEU","TX.VAL.ICTG.ZS.UN","X2019",4.900755175
"3849","KAZ","BX.GSR.CCIS.CD","X2019",NA
"3850","KAZ","BX.GSR.CCIS.ZS","X2019",NA
"3851","KAZ","BX.TRF.PWKR.CD.DT","X2019",506076000.8
"3852","KAZ","EG.ELC.COAL.ZS","X2019",NA
"3853","KAZ","EG.ELC.HYRO.ZS","X2019",NA
"3854","KAZ","EG.ELC.LOSS.ZS","X2019",NA
"3855","KAZ","EG.ELC.NGAS.ZS","X2019",NA
"3856","KAZ","EG.ELC.NUCL.ZS","X2019",NA
"3857","KAZ","EG.ELC.PETR.ZS","X2019",NA
"3858","KAZ","EG.USE.ELEC.KH.PC","X2019",NA
"3859","KAZ","ER.H2O.FWAG.ZS","X2019",NA
"3860","KAZ","ER.H2O.FWDM.ZS","X2019",NA
"3861","KAZ","ER.H2O.FWIN.ZS","X2019",NA
"3862","KAZ","ER.H2O.FWTL.K3","X2019",NA
"3863","KAZ","ER.H2O.FWTL.ZS","X2019",NA
"3864","KAZ","ER.H2O.INTR.K3","X2019",NA
"3865","KAZ","ER.H2O.INTR.PC","X2019",NA
"3866","KAZ","IE.PPI.ENGY.CD","X2019",553600000
"3867","KAZ","IE.PPI.ICTI.CD","X2019",NA
"3868","KAZ","IE.PPI.TRAN.CD","X2019",NA
"3869","KAZ","IE.PPI.WATR.CD","X2019",NA
"3870","KAZ","IE.PPN.ENGY.CD","X2019",553600000
"3871","KAZ","IE.PPN.TRAN.CD","X2019",NA
"3872","KAZ","IE.PPN.WATR.CD","X2019",NA
"3873","KAZ","IP.IDS.NRCT","X2019",NA
"3874","KAZ","IP.IDS.RSCT","X2019",NA
"3875","KAZ","IP.TMK.NRCT","X2019",15968
"3876","KAZ","IP.TMK.RSCT","X2019",11517
"3877","KAZ","IQ.SPI.PIL5","X2019",70
"3878","KAZ","IS.AIR.DPRT","X2019",70980
"3879","KAZ","IS.AIR.GOOD.MT.K1","X2019",48.897863
"3880","KAZ","IS.AIR.PSGR","X2019",6800111
"3881","KAZ","IS.RRS.GOOD.MT.K6","X2019",NA
"3882","KAZ","IS.RRS.PASG.KM","X2019",NA
"3883","KAZ","IS.RRS.TOTL.KM","X2019",NA
"3884","KAZ","IS.SHP.GCNW.XQ","X2019",NA
"3885","KAZ","IS.SHP.GOOD.TU","X2019",NA
"3886","KAZ","IT.CEL.SETS","X2019",25717700
"3887","KAZ","IT.CEL.SETS.P2","X2019",138.6292278
"3888","KAZ","IT.MLT.MAIN","X2019",3072500
"3889","KAZ","IT.MLT.MAIN.P2","X2019",16.56206824
"3890","KAZ","IT.NET.BBND","X2019",2511100
"3891","KAZ","IT.NET.BBND.P2","X2019",13.53588595
"3892","KAZ","IT.NET.SECR","X2019",43674
"3893","KAZ","IT.NET.SECR.P6","X2019",2359.013255
"3894","KAZ","IT.NET.USER.ZS","X2019",81.87762554
"3895","KAZ","LP.LPI.INFR.XQ","X2019",NA
"3896","KAZ","NY.GDP.MKTP.KD","X2019",2.1325e+11
"3897","KAZ","SL.UEM.TOTL.ZS","X2019",4.8
"3898","KAZ","SP.POP.TOTL","X2019",18513673
"3899","KAZ","TM.VAL.ICTG.ZS.UN","X2019",5.63143094
"3900","KAZ","TX.VAL.ICTG.ZS.UN","X2019",0.11513486
"3901","KGZ","BX.GSR.CCIS.CD","X2019",NA
"3902","KGZ","BX.GSR.CCIS.ZS","X2019",NA
"3903","KGZ","BX.TRF.PWKR.CD.DT","X2019",2410507185
"3904","KGZ","EG.ELC.COAL.ZS","X2019",NA
"3905","KGZ","EG.ELC.HYRO.ZS","X2019",NA
"3906","KGZ","EG.ELC.LOSS.ZS","X2019",NA
"3907","KGZ","EG.ELC.NGAS.ZS","X2019",NA
"3908","KGZ","EG.ELC.NUCL.ZS","X2019",NA
"3909","KGZ","EG.ELC.PETR.ZS","X2019",NA
"3910","KGZ","EG.USE.ELEC.KH.PC","X2019",NA
"3911","KGZ","ER.H2O.FWAG.ZS","X2019",NA
"3912","KGZ","ER.H2O.FWDM.ZS","X2019",NA
"3913","KGZ","ER.H2O.FWIN.ZS","X2019",NA
"3914","KGZ","ER.H2O.FWTL.K3","X2019",NA
"3915","KGZ","ER.H2O.FWTL.ZS","X2019",NA
"3916","KGZ","ER.H2O.INTR.K3","X2019",NA
"3917","KGZ","ER.H2O.INTR.PC","X2019",NA
"3918","KGZ","IE.PPI.ENGY.CD","X2019",NA
"3919","KGZ","IE.PPI.ICTI.CD","X2019",NA
"3920","KGZ","IE.PPI.TRAN.CD","X2019",NA
"3921","KGZ","IE.PPI.WATR.CD","X2019",NA
"3922","KGZ","IE.PPN.ENGY.CD","X2019",NA
"3923","KGZ","IE.PPN.TRAN.CD","X2019",NA
"3924","KGZ","IE.PPN.WATR.CD","X2019",NA
"3925","KGZ","IP.IDS.NRCT","X2019",NA
"3926","KGZ","IP.IDS.RSCT","X2019",NA
"3927","KGZ","IP.TMK.NRCT","X2019",7115
"3928","KGZ","IP.TMK.RSCT","X2019",494
"3929","KGZ","IQ.SPI.PIL5","X2019",85
"3930","KGZ","IS.AIR.DPRT","X2019",6537
"3931","KGZ","IS.AIR.GOOD.MT.K1","X2019",0.458837
"3932","KGZ","IS.AIR.PSGR","X2019",874326
"3933","KGZ","IS.RRS.GOOD.MT.K6","X2019",870.4
"3934","KGZ","IS.RRS.PASG.KM","X2019",NA
"3935","KGZ","IS.RRS.TOTL.KM","X2019",NA
"3936","KGZ","IS.SHP.GCNW.XQ","X2019",NA
"3937","KGZ","IS.SHP.GOOD.TU","X2019",NA
"3938","KGZ","IT.CEL.SETS","X2019",8622565
"3939","KGZ","IT.CEL.SETS.P2","X2019",134.3947411
"3940","KGZ","IT.MLT.MAIN","X2019",298855
"3941","KGZ","IT.MLT.MAIN.P2","X2019",4.658073365
"3942","KGZ","IT.NET.BBND","X2019",269091
"3943","KGZ","IT.NET.BBND.P2","X2019",4.194159776
"3944","KGZ","IT.NET.SECR","X2019",1859
"3945","KGZ","IT.NET.SECR.P6","X2019",287.9402745
"3946","KGZ","IT.NET.USER.ZS","X2019",NA
"3947","KGZ","LP.LPI.INFR.XQ","X2019",NA
"3948","KGZ","NY.GDP.MKTP.KD","X2019",7214659366
"3949","KGZ","SL.UEM.TOTL.ZS","X2019",6.72
"3950","KGZ","SP.POP.TOTL","X2019",6456200
"3951","KGZ","TM.VAL.ICTG.ZS.UN","X2019",5.331285796
"3952","KGZ","TX.VAL.ICTG.ZS.UN","X2019",0.175329754
"3953","RUS","BX.GSR.CCIS.CD","X2019",NA
"3954","RUS","BX.GSR.CCIS.ZS","X2019",NA
"3955","RUS","BX.TRF.PWKR.CD.DT","X2019",10432480000
"3956","RUS","EG.ELC.COAL.ZS","X2019",NA
"3957","RUS","EG.ELC.HYRO.ZS","X2019",NA
"3958","RUS","EG.ELC.LOSS.ZS","X2019",NA
"3959","RUS","EG.ELC.NGAS.ZS","X2019",NA
"3960","RUS","EG.ELC.NUCL.ZS","X2019",NA
"3961","RUS","EG.ELC.PETR.ZS","X2019",NA
"3962","RUS","EG.USE.ELEC.KH.PC","X2019",NA
"3963","RUS","ER.H2O.FWAG.ZS","X2019",NA
"3964","RUS","ER.H2O.FWDM.ZS","X2019",NA
"3965","RUS","ER.H2O.FWIN.ZS","X2019",NA
"3966","RUS","ER.H2O.FWTL.K3","X2019",NA
"3967","RUS","ER.H2O.FWTL.ZS","X2019",NA
